sample_id,audio_path,reference,reference_normalized,prediction_raw,prediction_normalized,wer_raw,cer_raw,wer_normalized,cer_normalized,processing_time
634,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40812\IISc_RESPIN_hi_D2_40812_207001_M_BANK_408344_40258761.wav,व्यक्तिगत ऋण क्या है ?,व्यक्तिगत ऋण क्या है ?,बिहखते काथरेड़ क्या है,बिहखते काथरेड़ क्या है,60,68.18181818,60,72.72727273,0.055858135
635,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40812\IISc_RESPIN_hi_D2_40812_207001_M_BANK_408322_40258937.wav,प्रत्यक्ष निवेश के फायदे और नुकसान के बारे में बताएँ ?,प्रत्यक्ष निवेश के फायदे और नुकसान के बारे में बताएँ ?,पहतियाँं चिन्ेभेस के पाहएदे औरनक सान के बारे में बहता है,पहतियाँं चिन्ेभेस के पाहएदे औरनक सान के बारे में बहता है,63.63636364,42.59259259,63.63636364,42.59259259,0.115672112
636,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40812\IISc_RESPIN_hi_D2_40812_207001_M_BANK_408326_40259353.wav,अपने खाते के एक महीने के विवरण को कैसे पता करें ?,अपने खाते के एक महीने के विवरण को कैसे पता करें ?,अप ने खहाते के एक मैने के बिड़ड़ को कैसे पता खरना,अप ने खहाते के एक मैने के बिड़ड़ को कैसे पता खरना,58.33333333,26.53061224,58.33333333,28.57142857,0.118243933
637,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40812\IISc_RESPIN_hi_D2_40812_207001_M_BANK_408346_40263228.wav,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,बिखत कत रिड़ के लिये अभे दन करने के लिए आवज़ सर दश्ता वेर कोँन से है,बिखत कत रिड़ के लिये अभे दन करने के लिए आवज़ सर दश्ता वेर कोँन से है,92.85714286,40.90909091,92.85714286,44.7761194,0.150798559
638,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40812\IISc_RESPIN_hi_D2_40812_207001_M_AGRI_407777_40263233.wav,फेरोमोन ट्रैप से कपास को केसे बचाया जा सकता है ?,फेरोमोन ट्रैप से कपास को केसे बचाया जा सकता है ?,पैरमोनट रुप से कपा स्कोल के सि ब चाहजाँ सकता है,पैरमोनट रुप से कपा स्कोल के सि ब चाहजाँ सकता है,81.81818182,37.5,81.81818182,37.5,0.128104925
639,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_AGRI_406715_40367896.wav,तितली कीट पतंग इत्यादि भी पराग कणों के संवहन के द्वारा परागण की क्रिया को करते हैं,तितली कीट पतंग इत्यादि भी पराग कणों के संवहन के द्वारा परागण की क्रिया को करते हैं,शिथली कीट पत्तंग इतियादी भी परा कड़ो के सम्बहंडे के दबारा परागड़ की किरियाँ को करते है,शिथली कीट पत्तंग इतियादी भी परा कड़ो के सम्बहंडे के दबारा परागड़ की किरियाँ को करते है,58.82352941,25.6097561,58.82352941,28.04878049,0.269596577
640,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_AGRI_406711_40384287.wav,रमेश भैंस को बीमार होने की वजह से नजदीकी पशु कल्याण विभाग में ले गया,रमेश भैंस को बीमार होने की वजह से नजदीकी पशु कल्याण विभाग में ले गया,रमेस बंस्को बीमा रहोने की बझे से नज़दी की पसो कल्लियान बेवाग में लेक गया,रमेस बंस्को बीमा रहोने की बझे से नज़दी की पसो कल्लियान बेवाग में लेक गया,80,29.41176471,80,29.41176471,0.225319147
641,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_AGRI_404825_40385293.wav,सहजन का पेड़ हर तरह की ज़मीन पर उगता है,सहजन का पेड़ हर तरह की ज़मीन पर उगता है,सेजन का पेर हर थरे की जमीर पर होगता है,सेजन का पेर हर थरे की जमीर पर होगता है,50,21.62162162,50,23.07692308,0.111643314
642,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_AGRI_404857_40387537.wav,शीप सलयार्ड से भेड़ के मांस को दूसरे जगह भेजा जाता है,शीप सलयार्ड से भेड़ के मांस को दूसरे जगह भेजा जाता है,सीप शहलियाड़ से बेड़ के मासको दूसी जागा बेज़ा ज्याता है,सीप शहलियाड़ से बेड़ के मासको दूसी जागा बेज़ा ज्याता है,75,34.61538462,75,33.96226415,0.159341574
643,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_AGRI_407296_40388343.wav,हरित क्रांति देश के गरीबों की क्षुधा तृप्ति का माध्यम बन गया,हरित क्रांति देश के गरीबों की क्षुधा तृप्ति का माध्यम बन गया,फरेत क्रांती देस के गरीवों की छुदा थरपति कामादिम बन गया,फरेत क्रांती देस के गरीवों की छुदा थरपति कामादिम बन गया,66.66666667,26.66666667,66.66666667,26.66666667,0.194633722
644,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_BANK_408378_40388805.wav,मासिक प्रीमियम क्या होता है ?,मासिक प्रीमियम क्या होता है ?,मा सेकपटिमियम क्या होता है,मा सेकपटिमियम क्या होता है,50,27.5862069,50,27.5862069,0.108263493
645,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_BANK_408346_40389155.wav,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,वेखती गत रेड़ के लिये आवे दन करने के लिये आवज़ सग दस्ता वेज़ खोन से है,वेखती गत रेड़ के लिये आवे दन करने के लिये आवज़ सग दस्ता वेज़ खोन से है,100,36.36363636,100,38.80597015,0.167500973
646,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_BANK_408364_40389638.wav,जमा और निवेश की अवधि क्या होती है ?,जमा और निवेश की अवधि क्या होती है ?,जमा औन नेवेस की अबदि क्या होती है,जमा औन नेवेस की अबदि क्या होती है,44.44444444,20,44.44444444,20,0.096437931
647,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_BANK_408368_40389655.wav,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाहते में औफलाईन पैसे क्या से जमा करें,खाहते में औफलाईन पैसे क्या से जमा करें,62.5,25,62.5,25,0.103806257
648,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40814\IISc_RESPIN_hi_D2_40814_207247_F_BANK_408330_40389787.wav,मैं अपने घर के सदस्य को अपने खाते के साथ कैसे जोड़ सकता हूँ ?,मैं अपने घर के सदस्य को अपने खाते के साथ कैसे जोड़ सकता हूँ ?,मैं अपने खरे के सादस से को अपने खाते के साँथ क्या से ज़ोड़ सकता हूँ,मैं अपने खरे के सादस से को अपने खाते के साँथ क्या से ज़ोड़ सकता हूँ,53.33333333,23.33333333,53.33333333,22.95081967,0.165981054
649,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_406440_40259897.wav,एक निवेशक होने के कारण मुझे यील्ड कर्व को ध्यान से समझना होता है,एक निवेशक होने के कारण मुझे यील्ड कर्व को ध्यान से समझना होता है,एक ने भे सक रहोंने के कारड़ मुझे हिल लोखर ो को दियान से समजना होता है,एक ने भे सक रहोंने के कारड़ मुझे हिल लोखर ो को दियान से समजना होता है,71.42857143,29.6875,71.42857143,31.25,0.19733572
650,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_404365_40259932.wav,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,सर्वोत्तम प्रयास सिंडिकेशन का श्रेय बाजार के उतार चढ़ाव पर छोड़ दिया जाता है,शरहोतम परेयास सिंड के सन का सरेएँ बाज़ार के औथार चड़ाब पर छोड़ दिया जाता है,शरहोतम परेयास सिंड के सन का सरेएँ बाज़ार के औथार चड़ाब पर छोड़ दिया जाता है,64.28571429,25.67567568,64.28571429,25,0.222550869
651,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_AGRI_406448_40261388.wav,फॉरेस्ट गार्डनिंग में जमीन उपजाऊ बना रहता है,फॉरेस्ट गार्डनिंग में जमीन उपजाऊ बना रहता है,फोर श्टिमकहाड़नेिंक में जमीन उप जाऔ बना रहता है,फोर श्टिमकहाड़नेिंक में जमीन उप जाऔ बना रहता है,50,29.54545455,50,29.54545455,0.120279551
652,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_404439_40261435.wav,टैक्स हेवन उन देशों को कहते हैं जहाँ अन्य देशों की अपेक्षा कम कर लगता है,टैक्स हेवन उन देशों को कहते हैं जहाँ अन्य देशों की अपेक्षा कम कर लगता है,टेकस हवन उन देसों को कहेते है जहाँ अप्ने देसों की अपेछा खमकर लगता है,टेकस हवन उन देसों को कहेते है जहाँ अप्ने देसों की अपेछा खमकर लगता है,62.5,20.83333333,62.5,20.83333333,0.183662653
653,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408346_40261772.wav,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,व्यक्तिगत ऋण के लिए आवेदन करने के लिए आवश्यक दस्तावेज़ कौन से हैं ?,देखते कध रेड़ के लिए आभे धन करने के लिए आवस सेक दस्ता बैज़ कहन से है,देखते कध रेड़ के लिए आभे धन करने के लिए आवस सेक दस्ता बैज़ कहन से है,85.71428571,39.39393939,85.71428571,40.29850746,0.186086655
654,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408349_40261807.wav,क्या सीधे मेरे बैंक खाते से पैसे कटेंगे ?,क्या सीधे मेरे बैंक खाते से पैसे कटेंगे ?,क्या सीधे मेरे बैंके खहाते शे पैसे कटे हँगे,क्या सीधे मेरे बैंके खहाते शे पैसे कटे हँगे,55.55555556,19.51219512,55.55555556,19.51219512,0.122202635
655,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408379_40262071.wav,स्वास्थ्य बीमा कैसे कराएँ ?,स्वास्थ्य बीमा कैसे कराएँ ?,साज़थे बीमा कैसे कराए,साज़थे बीमा कैसे कराए,60,33.33333333,60,33.33333333,0.097816944
656,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_AGRI_408054_40262085.wav,क्या संक्रमित पौधों का विनाश करने से कीड़े नहीं लगते ?,क्या संक्रमित पौधों का विनाश करने से कीड़े नहीं लगते ?,क्या संकर मेत पोधों का बिनास्करने से खीड़े नहीं लगते,क्या संकर मेत पोधों का बिनास्करने से खीड़े नहीं लगते,63.63636364,18.86792453,63.63636364,18.51851852,0.128348351
657,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408401_40262269.wav,शून्य शेष खाते की अवधि कितनी होती है ?,शून्य शेष खाते की अवधि कितनी होती है ?,सुन ने सेर सकहाते की अवदे कितनी होती है,सुन ने सेर सकहाते की अवदे कितनी होती है,66.66666667,36.84210526,66.66666667,36.84210526,0.110784531
658,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408336_40262434.wav,ऋण पात्रता से एक बार में कितना ऋण मिल सकता है ?,ऋण पात्रता से एक बार में कितना ऋण मिल सकता है ?,रिट पाथर ता शे एक बार में कितना रिड़ मिल सकता है,रिट पाथर ता शे एक बार में कितना रिड़ मिल सकता है,50,25.53191489,50,27.65957447,0.119970798
659,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_AGRI_407703_40262474.wav,क्या हम मुद्रा विनिमय या व्यापारिक उद्देश्यों के लिए ऑनलाइन वित्तीय आदान प्रदान कर सकते हैं ?,क्या हम मुद्रा विनिमय या व्यापारिक उद्देश्यों के लिए ऑनलाइन वित्तीय आदान प्रदान कर सकते हैं ?,हाक्या हम मुधरा बिने मए या ब्या पारएक उरदेस्यों के लिए औन लाएन बिचतिय आदान परदान कर सकते हैँ,हाक्या हम मुधरा बिने मए या ब्या पारएक उरदेस्यों के लिए औन लाएन बिचतिय आदान परदान कर सकते हैँ,76.47058824,26.88172043,76.47058824,26.88172043,0.217400789
660,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408328_40262475.wav,बैंकिंग जगत में प्रयुक्त के.वाई.सी का पूर्ण रूप क्या है ?,बैंकिंग जगत में प्रयुक्त के.वाई.सी का पूर्ण रूप क्या है ?,हादैनकि न जलत मे ररुत के वाईँ से का पूड़ रुप क्या है,हादैनकि न जलत मे ररुत के वाईँ से का पूड़ रुप क्या है,100,40.35087719,100,40.35087719,0.143591642
661,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408368_40262485.wav,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाहते में और फुलहन पैसे कैसे जमा परने,खाहते में और फुलहन पैसे कैसे जमा परने,62.5,33.33333333,62.5,33.33333333,0.107825994
662,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_BANK_408399_40262492.wav,मैं अपने खाते की शेष राशि कैसे जान सकता हूँ ?,मैं अपने खाते की शेष राशि कैसे जान सकता हूँ ?,मैं अपने कहाते की सस रासी कैसे जान सकता हूँ,मैं अपने कहाते की सस रासी कैसे जान सकता हूँ,36.36363636,20,36.36363636,20,0.121389151
663,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40818\IISc_RESPIN_hi_D2_40818_207001_F_AGRI_408040_40262616.wav,एजोस्पिरिलम का उपयोग कैसे करें ?,एजोस्पिरिलम का उपयोग कैसे करें ?,ऐज जो इसपे रलम कहा उपियो कैसे कहरें,ऐज जो इसपे रलम कहा उपियो कैसे कहरें,133.3333333,46.875,133.3333333,46.875,0.120746374
664,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_404807_40301675.wav,मुझे खुशी है कि भारत में अब एक महिला वित्त मंत्री है,मुझे खुशी है कि भारत में अब एक महिला वित्त मंत्री है,मुझे खुशी है की बारत मे और एक मेला बित मंतरी है,मुझे खुशी है की बारत मे और एक मेला बित मंतरी है,58.33333333,21.15384615,58.33333333,21.15384615,0.138102055
665,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_406877_40301692.wav,क्या आधार जोखिम ही डेरिवेटिव जोखिमो को उत्तपन्न करता है ?,क्या आधार जोखिम ही डेरिवेटिव जोखिमो को उत्तपन्न करता है ?,क्या आदार जू खिमही डेरी बी टिबझू किमो को उतपन करता है,क्या आदार जू खिमही डेरी बी टिबझू किमो को उतपन करता है,81.81818182,35.0877193,81.81818182,35.0877193,0.330027342
666,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_406319_40301698.wav,शहर की गलियों में रास्ते यूनिवर्सल बैंक के द्वारा दिए हुए पैसों से बनी है,शहर की गलियों में रास्ते यूनिवर्सल बैंक के द्वारा दिए हुए पैसों से बनी है,शहर की गलियों में राश्ते युनी बरसल बैंक के दवारा दिए हुए पेसों से बनी है,शहर की गलियों में राश्ते युनी बरसल बैंक के दवारा दिए हुए पेसों से बनी है,33.33333333,10.95890411,33.33333333,10.95890411,0.255132675
667,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406585_40301700.wav,हमारे उत्तर भारत में मानसून मध्य जून माह से अंत जून माह के बीच में आता है,हमारे उत्तर भारत में मानसून मध्य जून माह से अंत जून माह के बीच में आता है,हमारे उथर बारत में मानसुन मददडून महा से अंत ज़ून महा के बीच मे आता है,हमारे उथर बारत में मानसुन मददडून महा से अंत ज़ून महा के बीच मे आता है,52.94117647,21.91780822,52.94117647,21.91780822,0.261908531
668,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_405996_40321824.wav,सैलमन फार्म प्राचीन तटीय पारिस्थितिकी तंत्र में बैठे होते है जिन्हे वे प्रदूषित करते है,सैलमन फार्म प्राचीन तटीय पारिस्थितिकी तंत्र में बैठे होते है जिन्हे वे प्रदूषित करते है,सेलमन पारम पराचीन टटी परस्त ति की थंतर मे बेटे होते है जन्े बे परदूसत करते है,सेलमन पारम पराचीन टटी परस्त ति की थंतर मे बेटे होते है जन्े बे परदूसत करते है,86.66666667,25.28735632,86.66666667,25.28735632,0.365632772
669,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406696_40322371.wav,चंपा के फूल की सुगंध के कारण ही इसका प्रयोग अगरबत्ती बनाने में भी किया जाता है,चंपा के फूल की सुगंध के कारण ही इसका प्रयोग अगरबत्ती बनाने में भी किया जाता है,चम्पा के फूल की सुगंद के कारड़ हीं इसका पिरियोक अगर बच्ती बनाने में भी किया जाता है,चम्पा के फूल की सुगंद के कारड़ हीं इसका पिरियोक अगर बच्ती बनाने में भी किया जाता है,41.17647059,12.82051282,41.17647059,14.1025641,0.271955013
670,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406697_40322375.wav,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,आधुनिकीकरण की शुरुआत से विश्वभर में कपास से जुड़े उद्योग का प्रसार हो गया,आदू नी की करड़ की शरुआथ से मिसवर में कपास से जुड़े उदोग का प्र सार हो गया,आदू नी की करड़ की शरुआथ से मिसवर में कपास से जुड़े उदोग का प्र सार हो गया,64.28571429,22.22222222,64.28571429,23.28767123,0.327833652
671,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406881_40322381.wav,"कपड़ा उत्पादों में कपास का उपयोग फिशनेट , कॉफी फिल्टर , कागज में भी किया जाता है","कपड़ा उत्पादों में कपास का उपयोग फिशनेट , कॉफी फिल्टर , कागज में भी किया जाता है",कपड़ा उतपादों में कपास का उपियों खीसननेट खोपी खिल्टर कागज़ में भी किया याता है,कपड़ा उतपादों में कपास का उपियों खीसननेट खोपी खिल्टर कागज़ में भी किया याता है,52.94117647,21.51898734,52.94117647,21.25,0.346553564
672,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_405602_40322383.wav,बायोगैस पावरप्वाइंट सौर ऊर्जा और पवन ऊर्जा की तरह ही नवीकरणीय ऊर्जा स्रोत है,बायोगैस पावरप्वाइंट सौर ऊर्जा और पवन ऊर्जा की तरह ही नवीकरणीय ऊर्जा स्रोत है,भायो ै स्पावर पलंट सोरी उड़जा और पवन उरजा कीथरह ही नवी करड़य रजा शरूत है,भायो ै स्पावर पलंट सोरी उड़जा और पवन उरजा कीथरह ही नवी करड़य रजा शरूत है,92.85714286,34.21052632,92.85714286,34.21052632,0.333246469
673,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_406432_40323061.wav,अपने नए व्यापार के लिए तुम किसी निवेशक से फन्डिंग के बारे में पता कर सकते हो,अपने नए व्यापार के लिए तुम किसी निवेशक से फन्डिंग के बारे में पता कर सकते हो,अपने नहई ब्याँ पार के लियए तुमकिसी निबे ससे पन के बारे में पताँ कर सकते हो,अपने नहई ब्याँ पार के लियए तुमकिसी निबे ससे पन के बारे में पताँ कर सकते हो,58.82352941,23.68421053,58.82352941,23.68421053,0.278806686
674,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_404986_40324573.wav,"गठरी लिफ्टर का उपयोग घास , पुआल की गांठों के परिवहन के लिए किया जाता है","गठरी लिफ्टर का उपयोग घास , पुआल की गांठों के परिवहन के लिए किया जाता है",गठरी लेफटर का उपयों गहास पूआल कि गान ठों के परे वहन के लिएे किया जाता है,गठरी लेफटर का उपयों गहास पूआल कि गान ठों के परे वहन के लिएे किया जाता है,62.5,19.71830986,62.5,19.71830986,0.45327282
675,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_AGRI_406501_40324611.wav,जिओडक का अधिकांश निर्यात चीन हांगकांग और जापान को भेजा जाता है,जिओडक का अधिकांश निर्यात चीन हांगकांग और जापान को भेजा जाता है,जूड़क का अदिकांस नरियाथ चीन हंकोंग और जावान को बेया जाता है,जूड़क का अदिकांस नरियाथ चीन हंकोंग और जावान को बेया जाता है,50,22.58064516,50,22.58064516,0.242627144
676,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_408368_40332985.wav,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाते में ऑफलाइन पैसे कैसे जमा करें ?,खाहते में औपनाईन पैसे कैसे जमा करें,खाहते में औपनाईन पैसे कैसे जमा करें,37.5,19.44444444,37.5,19.44444444,0.15551877
677,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40827\IISc_RESPIN_hi_D2_40827_207001_M_BANK_408363_40338332.wav,डेबिट कार्ड की लेनदेन की सीमा कितनी होती है ?,डेबिट कार्ड की लेनदेन की सीमा कितनी होती है ?,डेवड़ काड़ की लेनेन की सीमा कितनी होती है,डेवड़ काड़ की लेनेन की सीमा कितनी होती है,40,20,40,20,0.150414467
678,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_AGRI_405037_40501530.wav,सभी तरह के सीफ़ूड से फिशमाल तैयार किया जा सकता है,सभी तरह के सीफ़ूड से फिशमाल तैयार किया जा सकता है,सभीथरे के सी फूड़ से फिसमाल तयार किया ज़ा सकता है,सभीथरे के सी फूड़ से फिसमाल तयार किया ज़ा सकता है,63.63636364,18.75,63.63636364,18.36734694,0.157579899
679,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_AGRI_406645_40501532.wav,भारत में अनेक एप्स का विकास हुआ है जो कृषि विपणन को प्रोत्साहित करती है,भारत में अनेक एप्स का विकास हुआ है जो कृषि विपणन को प्रोत्साहित करती है,बारत में अनिएक एपस का बिकाथ सुगा है जो करसी बिपड़न को प्रोत साहएत करती है,बारत में अनिएक एपस का बिकाथ सुगा है जो करसी बिपड़न को प्रोत साहएत करती है,60,22.53521127,60,23.94366197,0.26720953
680,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_BANK_406510_40501554.wav,सामुदायिक बैंक के कर्मचारी अक्सर उन समुदायों में रहते हैं जिनकी वे सेवा करते हैं,सामुदायिक बैंक के कर्मचारी अक्सर उन समुदायों में रहते हैं जिनकी वे सेवा करते हैं,समदाएक बंक के कर्मचारी अकथर उन समदायों में रहाती हैँ जिनकी बे सेवा करते है,समदाएक बंक के कर्मचारी अकथर उन समदायों में रहाती हैँ जिनकी बे सेवा करते है,53.33333333,16.25,53.33333333,16.25,0.25509119
681,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_AGRI_407115_40517156.wav,मेरे दोस्त ने मुझे बताया की शलोट्स प्याज की ही उन्नत किस्म है,मेरे दोस्त ने मुझे बताया की शलोट्स प्याज की ही उन्नत किस्म है,मेरे दोस्त ने मुझे बतायाँ की शलोट बियाज़ कीही उन्नत किसम है,मेरे दोस्त ने मुझे बतायाँ की शलोट बियाज़ कीही उन्नत किसम है,46.15384615,13.1147541,46.15384615,13.1147541,0.22665453
682,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_AGRI_406333_40518472.wav,वैज्ञानिक समुदाय बॉटम ट्रॉलिंग को बेंटिक ट्रॉलिंग और डेमर्सल ट्रॉलिंग में विभाजित करता है,वैज्ञानिक समुदाय बॉटम ट्रॉलिंग को बेंटिक ट्रॉलिंग और डेमर्सल ट्रॉलिंग में विभाजित करता है,लेक्या निक समदाई बोटम ट्रालिंग को बेटिम टालिंग और सुडेमुरस ठरालिन में बिबाज़ेथ करता है,लेक्या निक समदाई बोटम ट्रालिंग को बेटिम टालिंग और सुडेमुरस ठरालिन में बिबाज़ेथ करता है,71.42857143,32.58426966,71.42857143,32.58426966,0.275380135
683,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_AGRI_404638_40518563.wav,अधिंकाश खेतिहर मजदूरों के टास अपनी जमीन नहीं होती,अधिंकाश खेतिहर मजदूरों के टास अपनी जमीन नहीं होती,अदेकान स खेहती हर म्दूरों के टाँस अपनी जमी नहीं होती,अदेकान स खेहती हर म्दूरों के टाँस अपनी जमी नहीं होती,77.77777778,24.48979592,77.77777778,24.48979592,0.182814598
684,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_BANK_404378_40518567.wav,यदि तुम्हारे पास माल आयात करने का लाइसेंस नहीं है तो तुमको दिक्कत आ सकती है,यदि तुम्हारे पास माल आयात करने का लाइसेंस नहीं है तो तुमको दिक्कत आ सकती है,अद तमारे पासमाल आयात करने का लाई  सेंस नहींहै तो तमको दिकत आ सकती है,अद तमारे पासमाल आयात करने का लाई सेंस नहींहै तो तमको दिकत आ सकती है,56.25,17.33333333,56.25,16,0.315940619
685,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_BANK_408347_40519601.wav,मैं अपने क्रेडिट कार्ड का ऋण कैसे चुका सकता हूँ ?,मैं अपने क्रेडिट कार्ड का ऋण कैसे चुका सकता हूँ ?,मैं अपने करेड़ट काड़ का रेड़ क्या से चिका सकता हूँ,मैं अपने करेड़ट काड़ का रेड़ क्या से चिका सकता हूँ,63.63636364,32.65306122,63.63636364,32.65306122,0.102280617
686,D:\SPIRE Internship\IISc_RESPIN_test_hi\D2\40829\IISc_RESPIN_hi_D2_40829_207247_F_BANK_408377_40519613.wav,बीमा पॉलिसी का लाभ कैसे उठाएँ ?,बीमा पॉलिसी का लाभ कैसे उठाएँ ?,किमहाँ पोलसी कालाँप कैसे उठाए,किमहाँ पोलसी कालाँप कैसे उठाए,85.71428571,38.70967742,85.71428571,38.70967742,0.102965117
